-0.0063853	0.0000012
-0.0063857	0.0000014
-0.0063856	0.0000010
-0.0063856	0.0000014
-0.0063856	0.0000011
-0.0063858	0.0000010
-0.0063857	0.0000011
-0.0063857	0.0000010
-0.0063855	0.0000012
-0.0063858	0.0000007
-0.0063859	0.0000010
-0.0063857	0.0000011
-0.0063858	0.0000011
-0.0063853	0.0000011
-0.0063850	0.0000008
-0.0063851	0.0000009
-0.0063851	0.0000012
-0.0063845	0.0000013
-0.0063844	0.0000011
-0.0063839	0.0000013
-0.0063852	0.0000013
-0.0063853	0.0000011
-0.0063852	0.0000008
-0.0063852	0.0000010
-0.0063848	0.0000011
-0.0063853	0.0000011
-0.0063848	0.0000009
-0.0063848	0.0000007
-0.0063844	0.0000011
-0.0063847	0.0000009
-0.0063844	0.0000011
-0.0063841	0.0000010
-0.0063851	0.0000008
-0.0063850	0.0000010
-0.0063848	0.0000010
-0.0063850	0.0000010
-0.0063850	0.0000008
-0.0063849	0.0000004
-0.0063856	0.0000009
-0.0063849	0.0000008
-0.0063840	0.0000010
-0.0063836	0.0000008
-0.0063838	0.0000008
-0.0063832	0.0000007
-0.0063835	0.0000009
-0.0063831	0.0000005
-0.0063831	0.0000004
-0.0063830	0.0000002
-0.0063830	-0.0000002
-0.0063821	-0.0000007
-0.0063790	-0.0000021
-0.0063781	-0.0000032
-0.0063779	-0.0000036
-0.0063766	-0.0000035
-0.0063754	-0.0000036
-0.0063743	-0.0000040
-0.0063725	-0.0000036
-0.0063711	-0.0000040
-0.0063691	-0.0000039
-0.0063652	-0.0000041
-0.0063625	-0.0000044
-0.0063599	-0.0000047
-0.0063551	-0.0000046
-0.0063519	-0.0000047
-0.0063488	-0.0000049
-0.0063443	-0.0000049
-0.0063425	-0.0000053
-0.0063343	-0.0000053
-0.0063202	-0.0000058
-0.0063039	-0.0000059
-0.0062832	-0.0000065
-0.0062638	-0.0000070
-0.0062418	-0.0000075
-0.0062229	-0.0000085
-0.0062088	-0.0000097
-0.0061943	-0.0000106
-0.0061796	-0.0000115
-0.0061666	-0.0000108
-0.0061539	-0.0000059
-0.0061412	0.0000079
-0.0061291	0.0000367
-0.0061162	0.0000756
-0.0061004	0.0001211
-0.0060837	0.0001710
-0.0060667	0.0002249
-0.0060483	0.0002806
-0.0060282	0.0003399
-0.0060054	0.0004042
-0.0059820	0.0004706
-0.0059562	0.0005429
-0.0059280	0.0006177
-0.0058982	0.0006980
-0.0058658	0.0007871
-0.0058318	0.0008741
-0.0058021	0.0009811
-0.0057624	0.0010231
-0.0057106	0.0010974
-0.0056514	0.0012007
-0.0056211	0.0013240
-0.0055277	0.0013720
-0.0054651	0.0014671
-0.0054029	0.0015428
-0.0053469	0.0016015
-0.0053072	0.0016574
-0.0052853	0.0017132
-0.0052732	0.0017714
-0.0052651	0.0018308
-0.0052572	0.0018997
-0.0052506	0.0019508
-0.0052463	0.0019825
-0.0052416	0.0020423
-0.0052363	0.0021396
-0.0052299	0.0021450
-0.0052242	0.0021462
-0.0052182	0.0021480
-0.0052127	0.0021496
-0.0052067	0.0021510
-0.0052015	0.0021526
-0.0051962	0.0021542
-0.0051929	0.0021559
-0.0051893	0.0021577
-0.0051861	0.0021598
-0.0051843	0.0021620
-0.0051819	0.0021637
-0.0051798	0.0021659
-0.0051768	0.0021679
-0.0051725	0.0021697
-0.0051677	0.0021714
-0.0051624	0.0021730
-0.0051568	0.0021750
-0.0051536	0.0021775
-0.0051448	0.0021785
-0.0051398	0.0021804
-0.0051343	0.0021824
-0.0051294	0.0021846
-0.0051239	0.0021866
-0.0051188	0.0021888
-0.0051133	0.0021908
-0.0051084	0.0021933
-0.0051026	0.0021951
-0.0050960	0.0021977
-0.0050902	0.0022002
-0.0050842	0.0022024
-0.0050790	0.0022049
-0.0050731	0.0022070
-0.0050672	0.0022098
-0.0050606	0.0022121
-0.0050584	0.0022162
-0.0050483	0.0022177
-0.0050431	0.0022205
-0.0050382	0.0022235
-0.0050339	0.0022269
-0.0050302	0.0022298
-0.0050259	0.0022330
-0.0050208	0.0022359
-0.0050155	0.0022380
-0.0050100	0.0022404
-0.0050042	0.0022425
-0.0049991	0.0022448
-0.0049964	0.0022484
-0.0049886	0.0022500
-0.0049846	0.0022529
-0.0049801	0.0022553
-0.0049746	0.0022577
-0.0049682	0.0022600
-0.0049625	0.0022629
-0.0049559	0.0022652
-0.0049494	0.0022680
-0.0049431	0.0022705
-0.0049362	0.0022735
-0.0049296	0.0022759
-0.0049235	0.0022782
-0.0049201	0.0022822
-0.0049098	0.0022836
-0.0049046	0.0022870
-0.0048983	0.0022910
-0.0048935	0.0022944
-0.0048881	0.0022978
-0.0048834	0.0023013
-0.0048778	0.0023049
-0.0048721	0.0023088
-0.0048655	0.0023121
-0.0048587	0.0023152
-0.0048518	0.0023185
-0.0048441	0.0023219
-0.0048354	0.0023250
-0.0048261	0.0023285
-0.0048169	0.0023317
-0.0048072	0.0023349
-0.0047981	0.0023381
-0.0047887	0.0023418
-0.0047798	0.0023452
-0.0047713	0.0023487
-0.0047618	0.0023523
-0.0047521	0.0023558
-0.0047428	0.0023593
-0.0047329	0.0023629
-0.0047280	0.0023681
-0.0047126	0.0023699
-0.0047035	0.0023736
-0.0046948	0.0023770
-0.0046866	0.0023811
-0.0046776	0.0023849
-0.0046691	0.0023888
-0.0046608	0.0023927
-0.0046529	0.0023964
-0.0046450	0.0023999
-0.0046382	0.0024036
-0.0046318	0.0024075
-0.0046257	0.0024116
-0.0046183	0.0024153
-0.0046109	0.0024186
-0.0046029	0.0024221
-0.0045941	0.0024256
-0.0045851	0.0024288
-0.0045757	0.0024321
-0.0045657	0.0024358
-0.0045556	0.0024393
-0.0045453	0.0024428
-0.0045346	0.0024461
-0.0045239	0.0024495
-0.0045129	0.0024532
-0.0045012	0.0024569
-0.0044890	0.0024600
-0.0044760	0.0024638
-0.0044628	0.0024668
-0.0044485	0.0024703
-0.0044345	0.0024730
-0.0044213	0.0024760
-0.0044088	0.0024787
-0.0043975	0.0024815
-0.0043878	0.0024851
-0.0043807	0.0024882
-0.0043767	0.0024920
-0.0043754	0.0024945
-0.0043736	0.0024966
-0.0043702	0.0024996
-0.0043670	0.0025015
-0.0043616	0.0025042
-0.0043541	0.0025066
-0.0043457	0.0025084
-0.0043367	0.0025107
-0.0043265	0.0025130
-0.0043150	0.0025143
-0.0043036	0.0025162
-0.0042915	0.0025174
-0.0042797	0.0025191
-0.0042672	0.0025203
-0.0042549	0.0025210
-0.0042422	0.0025217
-0.0042286	0.0025217
-0.0042148	0.0025220
-0.0042002	0.0025216
-0.0041850	0.0025205
-0.0041766	0.0025188
-0.0041516	0.0025182
-0.0041347	0.0025167
-0.0041178	0.0025146
-0.0041007	0.0025124
-0.0040834	0.0025104
-0.0040661	0.0025082
-0.0040495	0.0025059
-0.0040323	0.0025033
-0.0040154	0.0025004
-0.0039987	0.0024979
-0.0039818	0.0024953
-0.0039655	0.0024914
-0.0039495	0.0024881
-0.0039332	0.0024844
-0.0039181	0.0024805
-0.0039030	0.0024763
-0.0038887	0.0024713
-0.0038753	0.0024671
-0.0038626	0.0024621
-0.0038511	0.0024574
-0.0038395	0.0024519
-0.0038286	0.0024475
-0.0038176	0.0024432
-0.0038066	0.0024393
-0.0037958	0.0024357
-0.0037847	0.0024317
-0.0037735	0.0024279
-0.0037610	0.0024236
-0.0037490	0.0024191
-0.0037373	0.0024148
-0.0037260	0.0024100
-0.0037155	0.0024054
-0.0037047	0.0024011
-0.0036944	0.0023970
-0.0036843	0.0023934
-0.0036790	0.0023890
-0.0036642	0.0023881
-0.0036537	0.0023856
-0.0036442	0.0023839
-0.0036329	0.0023825
-0.0036207	0.0023820
-0.0036103	0.0023813
-0.0036011	0.0023808
-0.0035922	0.0023809
-0.0035831	0.0023812
-0.0035749	0.0023814
-0.0035672	0.0023821
-0.0035598	0.0023827
-0.0035534	0.0023833
-0.0035472	0.0023840
-0.0035429	0.0023847
-0.0035389	0.0023855
-0.0035364	0.0023861
-0.0035348	0.0023864
-0.0035340	0.0023873
-0.0035328	0.0023879
-0.0035313	0.0023886
-0.0035287	0.0023895
-0.0035248	0.0023901
-0.0035205	0.0023905
-0.0035165	0.0023915
-0.0035122	0.0023923
-0.0035074	0.0023932
-0.0035038	0.0023943
-0.0034997	0.0023954
-0.0034967	0.0023963
-0.0034928	0.0023973
-0.0034898	0.0023981
-0.0034863	0.0023991
-0.0034840	0.0023999
-0.0034810	0.0024011
-0.0034788	0.0024018
-0.0034773	0.0024031
-0.0034767	0.0024040
-0.0034759	0.0024049
-0.0034764	0.0024062
-0.0034780	0.0024071
-0.0034809	0.0024081
-0.0034847	0.0024091
-0.0034892	0.0024102
-0.0034946	0.0024113
-0.0035009	0.0024123
-0.0035089	0.0024132
-0.0035171	0.0024140
-0.0035254	0.0024147
-0.0035317	0.0024155
-0.0035375	0.0024159
-0.0035422	0.0024172
-0.0035458	0.0024174
-0.0035498	0.0024181
-0.0035544	0.0024190
-0.0035587	0.0024198
-0.0035622	0.0024200
-0.0035657	0.0024202
-0.0035688	0.0024200
-0.0035717	0.0024207
-0.0035744	0.0024202
-0.0035775	0.0024202
-0.0035800	0.0024201
-0.0035820	0.0024205
-0.0035834	0.0024217
-0.0035831	0.0024240
-0.0035817	0.0024272
-0.0035789	0.0024319
-0.0035739	0.0024358
-0.0035664	0.0024403
-0.0035562	0.0024427
-0.0035436	0.0024453
-0.0035288	0.0024468
-0.0035117	0.0024484
-0.0034905	0.0024515
-0.0034658	0.0024566
-0.0034384	0.0024613
-0.0034090	0.0024657
-0.0033781	0.0024706
-0.0033460	0.0024761
-0.0033143	0.0024812
-0.0032828	0.0024871
-0.0032500	0.0024927
-0.0032151	0.0024993
-0.0031759	0.0025056
-0.0031287	0.0025124
-0.0030720	0.0025187
-0.0030143	0.0025252
-0.0029633	0.0025304
-0.0029245	0.0025319
-0.0028919	0.0025322
-0.0028527	0.0025325
-0.0028061	0.0025337
-0.0027531	0.0025373
-0.0026964	0.0025424
-0.0026294	0.0025491
-0.0025379	0.0025554
-0.0024197	0.0025610
-0.0022770	0.0025656
-0.0021071	0.0025699
-0.0019107	0.0025751
-0.0016875	0.0025834
-0.0014395	0.0025934
-0.0011757	0.0026033
-0.0008996	0.0026088
-0.0006269	0.0026092
-0.0003988	0.0026099
-0.0002439	0.0026135
